author,views,date,order
James Baldwin,103441,12/31/2018,42
James Baldwin,166973,1/31/2019,43
James Baldwin,211621,2/28/2019,44
James Baldwin,107025,3/31/2019,45
James Baldwin,77241,4/30/2019,46
James Baldwin,66940,5/31/2019,47
James Baldwin,56221,6/30/2019,48
James Baldwin,53838,7/31/2019,49
James Baldwin,99947,8/31/2019,50
James Baldwin,68422,9/30/2019,51
James Baldwin,66171,10/31/2019,52
James Baldwin,62106,11/30/2019,53
James Baldwin,62740,12/31/2019,54
James Baldwin,66312,1/31/2020,55
James Baldwin,117087,2/29/2020,56
James Baldwin,58611,3/31/2020,57
James Baldwin,69280,4/30/2020,58
James Baldwin,131517,5/31/2020,59
James Baldwin,690760,6/30/2020,60
James Baldwin,346308,7/31/2020,61
James Baldwin,229175,8/31/2020,62
James Baldwin,132199,9/30/2020,63
James Baldwin,144188,10/31/2020,64
James Baldwin,157586,11/30/2020,65
James Baldwin,116565,12/31/2020,66
James Baldwin,192480,1/31/2021,67
James Baldwin,212820,2/28/2021,68
James Baldwin,144345,3/31/2021,69
James Baldwin,116128,4/30/2021,70
James Baldwin,96624,5/31/2021,71
James Baldwin,126017,6/30/2021,72
James Baldwin,85929,7/31/2021,73
James Baldwin,91269,8/31/2021,74
James Baldwin,70855,9/30/2021,75
James Baldwin,108344,10/31/2021,76
James Baldwin,83644,11/30/2021,77
James Baldwin,71687,12/31/2021,78
James Baldwin,92244,1/31/2022,79
James Baldwin,128550,2/28/2022,80
James Baldwin,6775,3/31/2022,81
James Weldon Johnson,4438,7/31/2015,1
James Weldon Johnson,4186,8/31/2015,2
James Weldon Johnson,5582,9/30/2015,3
James Weldon Johnson,7183,10/31/2015,4
James Weldon Johnson,7160,11/30/2015,5
James Weldon Johnson,6625,12/31/2015,6
James Weldon Johnson,9590,1/31/2016,7
James Weldon Johnson,20404,2/29/2016,8
James Weldon Johnson,10011,3/31/2016,9
James Weldon Johnson,8566,4/30/2016,10
James Weldon Johnson,7148,5/31/2016,11
James Weldon Johnson,5241,6/30/2016,12
James Weldon Johnson,4226,7/31/2016,13
James Weldon Johnson,4660,8/31/2016,14
James Weldon Johnson,8157,9/30/2016,15
James Weldon Johnson,7770,10/31/2016,16
James Weldon Johnson,7305,11/30/2016,17
James Weldon Johnson,7102,12/31/2016,18
James Weldon Johnson,10175,1/31/2017,19
James Weldon Johnson,20816,2/28/2017,20
James Weldon Johnson,10651,3/31/2017,21
James Weldon Johnson,7912,4/30/2017,22
James Weldon Johnson,7139,5/31/2017,23
James Weldon Johnson,5589,6/30/2017,24
James Weldon Johnson,5559,7/31/2017,25
James Weldon Johnson,4802,8/31/2017,26
James Weldon Johnson,6978,9/30/2017,27
James Weldon Johnson,8829,10/31/2017,28
James Weldon Johnson,7310,11/30/2017,29
James Weldon Johnson,6446,12/31/2017,30
James Weldon Johnson,10732,1/31/2018,31
James Weldon Johnson,19769,2/28/2018,32
James Weldon Johnson,10416,3/31/2018,33
James Weldon Johnson,10682,4/30/2018,34
James Weldon Johnson,7684,5/31/2018,35
James Weldon Johnson,6017,6/30/2018,36
James Weldon Johnson,5112,7/31/2018,37
James Weldon Johnson,6170,8/31/2018,38
James Weldon Johnson,5863,9/30/2018,39
James Weldon Johnson,6969,10/31/2018,40
James Weldon Johnson,6717,11/30/2018,41
James Weldon Johnson,5937,12/31/2018,42
James Weldon Johnson,10128,1/31/2019,43
James Weldon Johnson,19091,2/28/2019,44
James Weldon Johnson,9427,3/31/2019,45
James Weldon Johnson,9326,4/30/2019,46
James Weldon Johnson,7437,5/31/2019,47
James Weldon Johnson,6320,6/30/2019,48
James Weldon Johnson,5827,7/31/2019,49
James Weldon Johnson,5580,8/31/2019,50
James Weldon Johnson,6084,9/30/2019,51
James Weldon Johnson,6789,10/31/2019,52
James Weldon Johnson,6639,11/30/2019,53
James Weldon Johnson,6023,12/31/2019,54
James Weldon Johnson,9997,1/31/2020,55
James Weldon Johnson,19454,2/29/2020,56
James Weldon Johnson,8080,3/31/2020,57
James Weldon Johnson,6830,4/30/2020,58
James Weldon Johnson,6642,5/31/2020,59
James Weldon Johnson,22187,6/30/2020,60
James Weldon Johnson,55238,7/31/2020,61
James Weldon Johnson,10831,8/31/2020,62
James Weldon Johnson,21154,9/30/2020,63
James Weldon Johnson,9101,10/31/2020,64
James Weldon Johnson,7814,11/30/2020,65
James Weldon Johnson,8704,12/31/2020,66
James Weldon Johnson,12166,1/31/2021,67
James Weldon Johnson,23605,2/28/2021,68
James Weldon Johnson,11730,3/31/2021,69
James Weldon Johnson,8131,4/30/2021,70
James Weldon Johnson,7762,5/31/2021,71
James Weldon Johnson,10650,6/30/2021,72
James Weldon Johnson,18059,7/31/2021,73
James Weldon Johnson,5939,8/31/2021,74
James Weldon Johnson,10834,9/30/2021,75
James Weldon Johnson,7243,10/31/2021,76
James Weldon Johnson,7675,11/30/2021,77
James Weldon Johnson,5989,12/31/2021,78
James Weldon Johnson,9015,1/31/2022,79
James Weldon Johnson,21952,2/28/2022,80
James Weldon Johnson,984,3/31/2022,81
Jesmyn Ward,1350,7/31/2015,1
Jesmyn Ward,2657,8/31/2015,2
Jesmyn Ward,1830,9/30/2015,3
Jesmyn Ward,1434,10/31/2015,4
Jesmyn Ward,1390,11/30/2015,5
Jesmyn Ward,1263,12/31/2015,6
Jesmyn Ward,1206,1/31/2016,7
Jesmyn Ward,2067,2/29/2016,8
Jesmyn Ward,1376,3/31/2016,9
Jesmyn Ward,1456,4/30/2016,10
Jesmyn Ward,1243,5/31/2016,11
Jesmyn Ward,944,6/30/2016,12
Jesmyn Ward,1243,7/31/2016,13
Jesmyn Ward,2952,8/31/2016,14
Jesmyn Ward,1733,9/30/2016,15
Jesmyn Ward,1296,10/31/2016,16
Jesmyn Ward,1233,11/30/2016,17
Jesmyn Ward,1338,12/31/2016,18
Jesmyn Ward,1377,1/31/2017,19
Jesmyn Ward,1630,2/28/2017,20
Jesmyn Ward,1618,3/31/2017,21
Jesmyn Ward,1436,4/30/2017,22
Jesmyn Ward,1488,5/31/2017,23
Jesmyn Ward,1756,6/30/2017,24
Jesmyn Ward,1976,7/31/2017,25
Jesmyn Ward,4261,8/31/2017,26
Jesmyn Ward,14723,9/30/2017,27
Jesmyn Ward,20516,10/31/2017,28
Jesmyn Ward,22480,11/30/2017,29
Jesmyn Ward,13408,12/31/2017,30
Jesmyn Ward,19430,1/31/2018,31
Jesmyn Ward,13438,2/28/2018,32
Jesmyn Ward,10729,3/31/2018,33
Jesmyn Ward,14337,4/30/2018,34
Jesmyn Ward,16170,5/31/2018,35
Jesmyn Ward,8769,6/30/2018,36
Jesmyn Ward,9071,7/31/2018,37
Jesmyn Ward,10324,8/31/2018,38
Jesmyn Ward,7182,9/30/2018,39
Jesmyn Ward,7230,10/31/2018,40
Jesmyn Ward,6838,11/30/2018,41
Jesmyn Ward,6813,12/31/2018,42
Jesmyn Ward,7468,1/31/2019,43
Jesmyn Ward,7531,2/28/2019,44
Jesmyn Ward,6759,3/31/2019,45
Jesmyn Ward,5890,4/30/2019,46
Jesmyn Ward,5238,5/31/2019,47
Jesmyn Ward,4940,6/30/2019,48
Jesmyn Ward,4997,7/31/2019,49
Jesmyn Ward,6666,8/31/2019,50
Jesmyn Ward,5854,9/30/2019,51
Jesmyn Ward,5826,10/31/2019,52
Jesmyn Ward,5439,11/30/2019,53
Jesmyn Ward,5094,12/31/2019,54
Jesmyn Ward,6231,1/31/2020,55
Jesmyn Ward,5362,2/29/2020,56
Jesmyn Ward,4571,3/31/2020,57
Jesmyn Ward,5139,4/30/2020,58
Jesmyn Ward,5085,5/31/2020,59
Jesmyn Ward,12174,6/30/2020,60
Jesmyn Ward,7385,7/31/2020,61
Jesmyn Ward,5998,8/31/2020,62
Jesmyn Ward,57737,9/30/2020,63
Jesmyn Ward,8285,10/31/2020,64
Jesmyn Ward,8189,11/30/2020,65
Jesmyn Ward,7711,12/31/2020,66
Jesmyn Ward,8023,1/31/2021,67
Jesmyn Ward,7808,2/28/2021,68
Jesmyn Ward,6537,3/31/2021,69
Jesmyn Ward,5779,4/30/2021,70
Jesmyn Ward,5139,5/31/2021,71
Jesmyn Ward,4232,6/30/2021,72
Jesmyn Ward,4453,7/31/2021,73
Jesmyn Ward,3933,8/31/2021,74
Jesmyn Ward,3826,9/30/2021,75
Jesmyn Ward,4127,10/31/2021,76
Jesmyn Ward,3787,11/30/2021,77
Jesmyn Ward,3515,12/31/2021,78
Jesmyn Ward,4025,1/31/2022,79
Jesmyn Ward,5010,2/28/2022,80
Jesmyn Ward,312,3/31/2022,81
Octavia E. Butler,10995,7/31/2015,1
Octavia E. Butler,10473,8/31/2015,2
Octavia E. Butler,12572,9/30/2015,3
Octavia E. Butler,11068,10/31/2015,4
Octavia E. Butler,12544,11/30/2015,5
Octavia E. Butler,12003,12/31/2015,6
Octavia E. Butler,20100,1/31/2016,7
Octavia E. Butler,20181,2/29/2016,8
Octavia E. Butler,16620,3/31/2016,9
Octavia E. Butler,14073,4/30/2016,10
Octavia E. Butler,12690,5/31/2016,11
Octavia E. Butler,11699,6/30/2016,12
Octavia E. Butler,16787,7/31/2016,13
Octavia E. Butler,13579,8/31/2016,14
Octavia E. Butler,12959,9/30/2016,15
Octavia E. Butler,14133,10/31/2016,16
Octavia E. Butler,15754,11/30/2016,17
Octavia E. Butler,16622,12/31/2016,18
Octavia E. Butler,18718,1/31/2017,19
Octavia E. Butler,21723,2/28/2017,20
Octavia E. Butler,19419,3/31/2017,21
Octavia E. Butler,19109,4/30/2017,22
Octavia E. Butler,16212,5/31/2017,23
Octavia E. Butler,17128,6/30/2017,24
Octavia E. Butler,28286,7/31/2017,25
Octavia E. Butler,23873,8/31/2017,26
Octavia E. Butler,17025,9/30/2017,27
Octavia E. Butler,18017,10/31/2017,28
Octavia E. Butler,18396,11/30/2017,29
Octavia E. Butler,20291,12/31/2017,30
Octavia E. Butler,23182,1/31/2018,31
Octavia E. Butler,27411,2/28/2018,32
Octavia E. Butler,22603,3/31/2018,33
Octavia E. Butler,20792,4/30/2018,34
Octavia E. Butler,19148,5/31/2018,35
Octavia E. Butler,472371,6/30/2018,36
Octavia E. Butler,29257,7/31/2018,37
Octavia E. Butler,21501,8/31/2018,38
Octavia E. Butler,17159,9/30/2018,39
Octavia E. Butler,18300,10/31/2018,40
Octavia E. Butler,18539,11/30/2018,41
Octavia E. Butler,18852,12/31/2018,42
Octavia E. Butler,19693,1/31/2019,43
Octavia E. Butler,24384,2/28/2019,44
Octavia E. Butler,23292,3/31/2019,45
Octavia E. Butler,19940,4/30/2019,46
Octavia E. Butler,19258,5/31/2019,47
Octavia E. Butler,20650,6/30/2019,48
Octavia E. Butler,18180,7/31/2019,49
Octavia E. Butler,18400,8/31/2019,50
Octavia E. Butler,17791,9/30/2019,51
Octavia E. Butler,19166,10/31/2019,52
Octavia E. Butler,19441,11/30/2019,53
Octavia E. Butler,20428,12/31/2019,54
Octavia E. Butler,25346,1/31/2020,55
Octavia E. Butler,27005,2/29/2020,56
Octavia E. Butler,25852,3/31/2020,57
Octavia E. Butler,26290,4/30/2020,58
Octavia E. Butler,28796,5/31/2020,59
Octavia E. Butler,57523,6/30/2020,60
Octavia E. Butler,43408,7/31/2020,61
Octavia E. Butler,37094,8/31/2020,62
Octavia E. Butler,47716,9/30/2020,63
Octavia E. Butler,34900,10/31/2020,64
Octavia E. Butler,32414,11/30/2020,65
Octavia E. Butler,31860,12/31/2020,66
Octavia E. Butler,40659,1/31/2021,67
Octavia E. Butler,87782,2/28/2021,68
Octavia E. Butler,96900,3/31/2021,69
Octavia E. Butler,41296,4/30/2021,70
Octavia E. Butler,34652,5/31/2021,71
Octavia E. Butler,39446,6/30/2021,72
Octavia E. Butler,33626,7/31/2021,73
Octavia E. Butler,33726,8/31/2021,74
Octavia E. Butler,31440,9/30/2021,75
Octavia E. Butler,30991,10/31/2021,76
Octavia E. Butler,26959,11/30/2021,77
Octavia E. Butler,27651,12/31/2021,78
Octavia E. Butler,31612,1/31/2022,79
Octavia E. Butler,40096,2/28/2022,80
Octavia E. Butler,2535,3/31/2022,81
Paul Beatty,1316,7/31/2015,1
Paul Beatty,1110,8/31/2015,2
Paul Beatty,1020,9/30/2015,3
Paul Beatty,1037,10/31/2015,4
Paul Beatty,835,11/30/2015,5
Paul Beatty,3489,12/31/2015,6
Paul Beatty,1911,1/31/2016,7
Paul Beatty,1755,2/29/2016,8
Paul Beatty,3898,3/31/2016,9
Paul Beatty,2209,4/30/2016,10
Paul Beatty,1896,5/31/2016,11
Paul Beatty,2002,6/30/2016,12
Paul Beatty,2244,7/31/2016,13
Paul Beatty,2124,8/31/2016,14
Paul Beatty,3233,9/30/2016,15
Paul Beatty,39682,10/31/2016,16
Paul Beatty,16790,11/30/2016,17
Paul Beatty,20115,12/31/2016,18
Paul Beatty,18895,1/31/2017,19
Paul Beatty,12902,2/28/2017,20
Paul Beatty,13196,3/31/2017,21
Paul Beatty,11075,4/30/2017,22
Paul Beatty,10013,5/31/2017,23
